id,user,updated,source,text,tags,html_start_node,html_end_node,start_offset,end_offset,reply_to
"BdWCKl34EemxSXul778pfg","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:44.148861+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Paracelsus was a medieval German theologian and scientist (1200-1280) DETAILS; Albertus Magnus was XXX details.","Paracelsus;religion;science;Albertus Magnus;alchemy","/p[88]","/p[88]",119,149,
"BrBZ9F34Eemjw9-MsMQ1Fw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:45.635479+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","A Spanish fleet of about 130 ships. It sailed in late May 1588, under the command of the Duke of Medina, with the mission of escorting an army from Flanders to invade England. The aim was to overthrow Queen Elizabeth I and Protestantism in England.","Spanish Armada;England","/p[500]","/p[500]",512,526,
"C9ZJwF34EemcsXNcWNY0UA","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:54.293639+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The passage echoes Jean-Jacques Rousseau, who believed that ""human society"" corrupts naturally good humans. Like Rousseau's character Emile, the Creature is only slowly introduced to society, beginning good but becoming increasingly menacing.","Jean-Jaques Rousseau;Emile;society","/p[352]","/p[352]",161,225,
"CDK9sl34Eemub1_4_cKRog","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:48.180053+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Another of the counties comprising the Lake District.","","/p[512]","/p[512]",87,100,
"COh8kl34Eem1VIMIyAIPzA","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:49.389650+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Shelley is commonly thought to have drawn this scene from Henry Fuseli's painting *The Nightmare*.","","/p[662]","/p[662]",139,312,
"CaNQqF34EemjxKt1OwjLmQ","acct:frankensteinvariorum@hypothes.is","2019-06-04T13:55:33.041861+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","From the Italian, ""slaves forever agitating"". Shelley's reference to Austro-Hungarian annexation of Lombardy is anachronistic for a novel set in the 1790s, since the ""enslavement"" of the Italian province did not occur until the Congress of Vienna (1814-1815).","","/p[101]/i[1]","/p[101]/i[1]",0,34,
"ClzpCl34EemhKnt6uOVMXw","acct:frankensteinvariorum@hypothes.is","2019-05-04T13:08:48.010639+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","REVISE--WE DON'T KNOW THAT THIS IS CATHOLIC, SINCE GENEVA IS CALVINIST, GERMANY LUTHERAN. JUST MAKE THE BROADER POINT ABOUT THE SHELLEYS CRITIQUE OF INSTITUTIONAL RELIGION? THEN REMINDER OF GOTHIC The Catholic Church and its influence persisted as a popular theme in Shelley's day, and clergy were often depicted as wicked. Matthew Lewis's *The Monk* (1796) features evil clergy, and Lewis visited the Shelleys in the summer of 1816.","The Monk;Catholic;religion;clergy","/p[255]","/p[255]",241,390,
"Cx6VoF34EemLBcvKBaMzEg","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:53.093630+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","A reference to Samuel Taylor Coleridge's poem ""Rime of the Ancient Mariner,"" in which the Mariner inexplicably slays an albatross. This allusion may imply that Walton will play the role of Coleridge's Wedding Guest instead: he will listen to Victor's long, obsessive story. Since the poem was not published until September, 1798, this reference also places the ""17--"" of the action as the summer of 1799. On the poem's role in the novel, see Beth Lau, ""The Rime of the Ancient Mariner and Frankenstein,"" in Nicholas Roe, ed., *Samuel Taylor Coleridge and the Sciences of Life* (Oxford University Press, 2001): 207-23. ","Samuel Taylor Coleridge;poetry;""Rime of the Ancient Mariner"";Lyrical Ballads;Romanticism;murder;guilt","/p[24]","/p[24]",352,387,
"D9ztOl34EemxT-OeuJ1D3Q","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:26:01.029220+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Compare John 8:12: ""Then spake Jesus again unto them, saying, I am the light of the world: he that followeth me shall not walk in darkness, but shall have the light of life."" *King James Version*

The concept of ""eternal light"" also ties in with the myth of Prometheus and is a reference to the principles of the Age of Enlightenment as the simultaneous literal and figurative 'enlightening' brought by education, adventure, and discovery.
","Gospel of John","/p[8]","/p[8]",1339,1352,
"DKrBPF34Eemg7Y8-JhGIwQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:55.702387+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Coupar is a town roughly 13 miles to the north of Perth.","","/p[516]","/p[516]",45,51,
"DXI1gl34EemioxvR0Ef-7Q","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:57.000999+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","In this addition to the 1831 edition, Walton’s earlier largely admiring portrait of the shipmaster was qualified by remembering that he did not have a wide moral frame of reference, having lived his life only on a ship, so his qualities fell somewhat short of being “noble.” But 1831 darkens the portrait by making him ignorant and careless while orientalizing him (“silent as a Turk”). This is one of many passages in 1831 that replace a liberal generosity toward her several of her characters with a more harshly conservative, intolerant stance. ","","/p[41]","/p[41]",2383,2648,
"Djzjhl34EemcsrtPTqVeMQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:58.194390+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Given how often Wordsworth and Coleridge are quoted in the novel, it seems inevitable that Victor would tour the Lake Country in northern England, the scene of ""Tintern Abbey"" and many of the *Lyrical Ballads*, ","","/p[511]","/p[511]",63,99,
"DxDrGF34EemucCta8xdGXA","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:25:59.666319+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","A reference to the legendary Knights of the Roundtable at the Court of King Arthur of Camelot. King Arthur and his Knights are the subject of the canonical medieval text *Le Morte d'Arthur* by Sir Thomas Mallory, published in 1485 by William Caxton. ","","/p[105]","/p[105]",1233,1259,
"E77ghF34EemFzPOx2ubXNw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:26:07.478519+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","Como is a lake in the north of Italy's Lombardy region. ","","/p[100]","/p[100]",282,312,
"EJlGLl34EemPkOvrfa5eQw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:26:02.303162+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","From 1492 to 1504, Christopher Columbus made four voyages to the Americas. ","expedition;Christopher Columbus;Americas","/p[129]","/p[129]",1049,1098,
"EU4tMl34Eem40ItESsBexA","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:26:03.475082+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Far more than printed books, attendance at lectures on natural philosophy instructed thousands of eighteenth-century students of the sciences. Mary Shelley indirectly refers the reader to the vastly popular London lectures on the sciences to which audiences had been flocking since Humphry Davy's inaugural lectures in 1802. Anne Mellor has persuasively argued that Davy was a partial model for the character of Victor in this novel. But English scientific lectures were also widely printed through the eighteenth century before Davy's time. ","lectures;natural philosophy;Humphry Davy","/p[96]","/p[96]",48,101,
"Ehm_Ll34EemrC-8Yx_Yagg","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:26:04.713182+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Both Cerval's mastery of foreign languages and his commercial activity in the ""orient"" (or Middle East) become a foil for the ""natural philosophy"" associated with Germany and northern Europe in the novel. ","orientalism","/p[176]","/p[176]",698,710,
"EvfGSF34EemyEeP8cko71g","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:26:06.218474+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The eighteenth century British discourse of ""sympathy"" is especially vivid in the Creature's instinctive opening onto the emotions of others, echoing. as James Chandler shows, Adam Smith's arguments in *The Theory of Moral Sentiments* (1759). ADD CITE","sympathy;family","/p[326]","/p[326]",118,216,
"F1jjel34EemipMP7DDp00A","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:26:13.625706+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Amadis was the son of King Perion of Gaul. His story appears in five operas, most famously in Handel (1715) and Johann Christian Bach (1779).","opera","/p[82]","/p[82]",698,704,
"FH1tiF34EemVEjt3vveL1g","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:26:08.821870+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","In this passage from Part VI of ""The Rime of the Ancient Mariner,"" the Mariner faces the apparition of the dead sailors -- as if in a ""charnel-dungeon""--standing to rebuke him for their deaths. ","Samuel;poetry;monster;paranoia","/div[3]/span[6]","/div[3]/span[5]",0,27,
"FTUNsl34EemgBme-o37FpQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:26:10.029839+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The philosopher's stone, or stone of the philosophers (Latin: lapis philosophorum) is a legendary alchemical substance capable of turning base metals such as mercury into gold (chrysopoeia, from the Greek χρυσός khrusos, ""gold"", and ποιεῖν poiēin, ""to make"") or silver. ","alchemy;magic;science;Ancient Greek","/p[89]","/p[89]",374,402,
"Fertsl34Eemv1S82XpPfiQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:26:11.210864+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The first sighting of the Creature in the Arctic, which shortly precedes the appearance of Victor. His ""gigantic stature"" will later be revealed as a height of about eight feet tall. This seemingly minor dimension of the Creature's power can be appreciated when we think about how few giants or outsized human figures appear in modern realism since the mid-18th century. ","","/p[39]","/p[39]",548,620,
"FqLXEF34Eemv1vdvsmUBdg","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:26:12.421800+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Despite the comparison of these  Shakespeare plays to Greek tragic poetry, *The Tempest* and ""A Midsummer Night's Dream"" are romances, not tragedies. While Victor's fate and the Creature's condition can be called tragic, the genre of romance plays a powerful leading role in the novel.","Shakespeare;romance (genre);The Tempest","/p[2]/i[3]","/p[2]",374,28,
"G6tr8F34Eem1V2_BYbuOsA","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:26:20.858668+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","A key instrument for scientific experiment on gases, the first fully successful air-pump was created for Robert Boyle's experiments at the Royal Society in 1658. Victor's enthusiasm for a modern scientific instrument counterbalances his attraction to magic and pre-modern philosophy. For the wider significance of this invention, see Steven Shapin and Simon Schaffer, *Leviathan and the Air Pump* (1985).","natural philosophy","/p[91]","/p[91]",344,352,
"GA0fwF34EemyElfbFGct2A","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:26:14.808781+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Victor's intensely morbid association of Elizabeth with his dead mother, prefigured by his mother's death from scarlet fever in Chapter 1 of Book 1, associates his act of creating the Creature (whom he has just witnessed for the first time) with this disturbing disruption of the ""domestic affections."" ","family;domestic affections;incest;mother;daughter;sister","/p[134]","/p[134]",1249,1365,
"GMGkzF34EemyE8c88dJQUw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:26:15.989048+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Appears as ""amiable"" in the Thomas manuscript.","","/p[100]","/p[100]",1343,1353,
"GYPU6F34Eem1Ve_2Hk4p7g","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:26:17.230691+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The Creature compares himself to Milton's Satan, of whom he has previously read.","Satan;John Milton;Paradise Lost","/p[419]","/p[419]",471,513,
"GjztSF34Eem1VtMehFK0FQ","acct:frankensteinvariorum@hypothes.is","2019-05-04T13:02:03.867838+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Shelley is probably citing ""palaces of nature"" from Lord Byron's Byron’s *Childe Harold’s Pilgrimage*, Canto III,  published in 1816: “Above me are the Alps, / The palaces of Nature, whose vast walls / Have pinnacled in clouds their snowy scalps, / And throned Eternity in icy halls / Of cold sublimity”  (lxii.590–94).","Literature;Poetry;Byron","/p[205]","/p[205]",171,195,
"GvQUtF34EemImXOL10QtaA","acct:frankensteinvariorum@hypothes.is","2019-05-03T14:37:45.716633+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","Coincidentally, Elizabeth was the name of Percy Shelley's mother. Shelley changes the character's name from Myrtella to Elizabeth in the Draft. In Greek and Roman mythology, myrtle was sacred to the goddess Venus (Aphrodite) and symbolized love.","Draft;Elizabeth","/p[103]","/p[103]",16,25,
"HHYySl34Eem40YPorxe-VA","acct:frankensteinvariorum@hypothes.is","2019-05-04T12:48:06.887326+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Clerval's love of languages, as opposed to the ""minutiae of science,"" will later resonate with the Creature's perception that ""language is a Godlike science."" <<NEED CHAPTER REFERENCE, WHERE TO FIND THIS IN NOVEL","language","/p[176]","/p[176]",0,148,
"HI1DjII3EemU2SsCGyA4xw","acct:frankensteinvariorum@hypothes.is","2019-05-29T17:43:43.105358+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","The 1831 edition includes the addition ""perhaps never,"" suggesting Victor's fragile mental state never recovered from the shock of the Creature's animation in Volume 1, suggesting a further psychical degradation after the death of Justine.","change-ann","/p[290]","/p[290]",63,76,
"HUaxfF34EemrDHv83DV6Mg","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:26:23.511023+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Both commercial and scientific voyages have been searching for a Northwest passage or open seaway between the Atlantic and Pacific oceans. For the Arctic context of the novel, see Adriana Craciun, ""Writing the Disaster: Franklin and *Frankenstein*,"" *Nineteenth-Century Literature,* 65.4 (2011): 433-80.","voyages;Northwest Passage;geography","/p[9]","/p[9]",460,552,
"JREVxF33EemZLe84758NEQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:27.085936+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The first appearance of the Creature, distant but distinct, surprises the ship's crew, who assume they are too far into the inhospitable Arctic for life to persist. ","","/p[40]","/p[40]",3,232,
"JfsmMl33EemuZQux8mjgDw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:28.657552+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Women were not allowed to address the court or testify in criminal cases unless there were special circumstances, including in the United States. The legal silencing of women in law courts was discussed in Mary Wollstonecraft's *The Wrongs of Woman* (published posthumously by Godwin in 1798).","women;law;William Godwin;Mary Wollstonecraft","/p[242]","/p[242]",430,482,
"Jr1O9l33EemilW9KdBR3kw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:29.949992+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Cologny is a municipality in Geneva, Switzerland. In the late 16th century and into the 17th century a number of Geneva publishers moved to or set up offices in Cologny. Perhaps not coincidently, it is also home to the Villa Diodati, where *Frankenstein* and *The Vampyre* were begun.","Cologny;Geneva;Switzerland;Villa Diodati;Vamprye","/p[648]","/p[648]",200,207,
"K45bbl33EemxRLPs441fcQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:37.875100+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","By citing Adam's question to God in John Milton's *Paradise Lost,* Mary Shelley makes Milton's epic the most important intertext of Frankenstein. In Book II, the Creature hears the poem read aloud, and begins to think of himself as either Adam or Satan (NEED ONLINE TEXT)","John Milton;poetry;religion;creator;Adam","/div[2]/span[4]","/div[2]/span[4]",0,14,
"KGntfF33EemEVH-_45GCLQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:32.722842+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The Creature's final words.","","/p[763]","/p[763]",507,515,
"KTA-oF33EemrAj9gdd7nSw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:34.061857+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","should annotate, will be ""handsome"" in MS","","/p[133]","/p[133]",240,250,
"KeT30l33EemhId-Doid1VA","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:35.241086+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Founded in 1472 in Bavaria, about 400 miles northeast of Geneva, this university became a leading center of scientific learning in the eighteenth century; the emergence of the Illuminati there in 1776 also identified it with the radical enlightenment. northeast of Geneva.","education;enlightenment;geography","/p[100]","/p[100]",110,134,
"Kpv3hF33EemN2s_2yuKigg","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:36.437480+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","A city in the county of Oxfordshire. Home to the oldest English university in the English speaking world, the University of Oxford, which gives it its name.","","/p[506]","/p[506]",312,318,
"L23XtF33Eemf-K-LO-af5g","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:44.520627+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The Arve flows through Chamounix, Sallanches, Oëx, Cluses, Bonneville, Annemasse and Geneva.","geography;Arve;Chamounix","/p[278]","/p[278]",585,599,
"LFuQDF33EemqNnvhJIgDLg","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:39.373493+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Erasmus Darwin, the evolutionist and poet hailing from Birmingham England, is clearly on Percy Shelley's mind when he introduces Mary's text in the 1818 edition. Critics of the novel have not often followed this lead in thinking about it as an early work in the British evolutionary imagination. Erasmus Darwin had made ""not of impossible occurrence"" that one presently visible species could mutate into another. Victor clearly contemplates this possibility--as an alarming one--when he speculates in Book III, chapter ? that the Creature's demand that he create a ""mate"" could result in a new evolutionary development, ""a race of devils."" (FIND article or chapter on [E Darwin](http://insert-your-link-here.com) and F'stein).","Erasmus Darwin;science;poetry","/p[1]","/p[1]",74,84,
"LRJFaF33EemIkLOUYjFVpw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:40.572004+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","This analogy is notable because if the Creature is Adam, or sees himself as such, then Victor would seem to be God. Later in the paragraph, the Creature considers if a more apt comparison for his condition might be to Satan, cast out from his companions and protector.","Adam;John Milton;Paradise Lost;serpent;William Godwin;Victor","/p[385]","/p[385]",415,425,
"LccTdl33Eemilrf6ZPzcJA","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:41.754671+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The death of Victor's mother, caused by her catching Elizabeth's scarlet fever, would lead in Victor's mind to a morbid association between the two women. It appears more vividly in Victor's nightmare in  Book 1, Chapter 4, associated there with his first horror at beholding his creature. On the maternal and even incestuous dimensions of this passage, see also ","family","/p[100]","/p[100]",1161,1179,
"LoiUiF33Eemilz8SCfKzfQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:42.959458+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Victor's decision to tour the English countryside, rather than take the fastest road to Edinburgh, affords his party the chance to compare English geography to Europe's and they do so it considerable detail, beginning with this comparsion of the country around Matlock to Switzerland. Matlock was south of the industrial cities of Manchester and Leeds, but it is on the way to the Lake District in Victor's northern tour.
","geography;england","/p[510]","/p[510]",103,219,
"M0TfuF33EemcqrfnLJyX3A","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:50.940210+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The Creature demonstrates that circumstances, rather than innate human sentiments, can inspire virtues such as compassion. Feeling increasingly abandoned—he will say in Volume 2, Chapter 9: ""I am malicious because I am miserable ... If I cannot inspire love, I will cause fear."" But here he expresses sympathy for the cottagers and their abject poverty.","psychology;emotion;sympathy","/p[323]","/p[323]",43,257,
"MDgljF33EemxRENm-nBnPA","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:45.756227+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","In 1642, Charles I of England gathered forces loyal to him to combat the Parliamentarian Forces led by the Earl of Essex, Thomas Fairfax, and Oliver Cromwell. The conflict culminated in the execution of the monarch for treason in 1649. See: Hughes, Ann. *The Causes of the English Civil War*. 2nd ed, Macmillan ; St. Martin’s Press, 1998.
","","/p[508]","/p[508]",244,255,
"MQJ1MF33EemwQCdKB8j3Lg","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:47.157259+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Victor distinguishes Henry Clerval from those, like own his father, who dissociatee commercial life from polite learning. Henry. is a master of languages and especially values poetry, a passion that makes him both equal to Victor's passion for natural philosophy and opposed to it. For more on the exceptional role of Clerval, see XX","Henry Clerval;poetry","/p[103]","/p[103]",471,504,
"Mcr7_l33Eem3tTsi0PFgLQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:48.493947+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","Appears as ""conceive"" in the 1818 edition. ","","/p[90]","/p[90]",15,22,
"MoN6lF33Eem4xRuR1AboAw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:49.679193+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The landscape in southern Holland is mainly flat and strewn with lakes and canals. Since most of the Netherlands is low-lying, with nearly half of the land at or below sea level, it was commonly referred to at the time as ""the plains of Holland.""","geography;Holland","/p[499]","/p[499]",35,52,
"N9tzjl33EemrA4Ow7TFQOQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:58.673178+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","Placeholder (amendment from 1818)","","/p[111]","/p[111]",468,588,
"NBfEHl33Eembc-tOo7XX7A","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:52.258325+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","It's worth noting that, despite its inability to ""distinguish"" between things,"" the Creature seems not to struggle in identifying the sparrow from the blackbird. ","John Locke;Jean-Jaques Rousseau","/p[303]","/p[303]",461,599,
"NN0dBF33EemxRZvK_S9HWg","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:53.625768+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Appearing at the very end of the chapter, Alphonse Frankenstein's words do little to reassure his son (or the reader), of the administration of justice at court. See: Patrick Vincent (2007) ""“This Wretched Mockery of Justice”: Mary Shelley’s Frankenstein and Geneva,"" *European Romantic Review*, 18:5, 645-661.","","/p[233]","/p[233]",47,127,
"NauXBl33Eemf-ZNX_QWGHg","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:54.946629+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Victor's tells a teleological story about the path his life has taken.","natural philosophy;Victor","/p[85]","/p[85]",514,744,
"Nm9xlF33Eemvy3OSPe9M3A","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:56.275298+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","In his book *De Occulta Philosophia* Agrippa suggested that God placed magic in the world capable of transcending the natural sphere to influence the superior realms.","Agrippa;magic;nature;alchemy;science","/p[87]","/p[87]",81,115,
"NycBYF33EemwQYf9URcleQ","acct:frankensteinvariorum@hypothes.is","2019-06-04T13:29:10.401316+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1831.html","In this 1831 addition, Walton more explicitly attributes exceptional emotional and intellectual powers to Victor than his letters in the 1818 edition make apparent.","","/p[87]","/p[87]",76,864,
"O8y9Il33Eem_pwsXcldClg","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:05.281521+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","explain","","/p[376]","/p[376]",282,346,
"OJA8al33EemEVSNne1YHSQ","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:19:59.844633+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Goethe published a collection of poetry inspired by the Persian poet Hafiz in 1819; however, the thirteenth century poet Rumi was not translated into English until the end of the nineteenth century. Arabic literature was more common in this period than Persian. *One Thousand and One Nights*, translated by Antoine Galland in the early 1700s, had achieved vast popularity.  ","Goethe;Hafiz;Arabic;One Thousand and One Nights;Persion;Literature","/p[181]","/p[181]",352,378,
"OUlp2F33EemwQn8vi4jNvg","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:01.040982+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","The former name for the section of the Thames that flows from Gloustershire to Dorchester-on-Thames.","","/p[508]","/p[508]",1064,1068,
"Of9uGF33Eem_zkeqAEmpJw","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:02.254206+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Montanvert, also known as Mer de Glace (French for sea of ice) is also referred to by Mary in *Six Weeks Tour*, on July 24: On the other side rises the immense glacier of Montanvert, fifty miles in extent, occupying a chasm among mountains of inconceivable height, and of
forms so pointed and abrupt, that they seem to pierce the sky. From this glacier we saw as we sat on a rock, close to one of the streams of the Arveiron, masses of ice detach themselves from on high, and rush with a loud dull noise into the vale. The violence of their
fall turned them into powder, which flowed over the rocks in imitation of waterfalls, whose ravines they usurped and filled. See See Shelley, Mary Wollstonecraft, and Percy Bysshe Shelley. History of a Six Weeks’ Tour Through a Part of France, Switzerland, Germany and Holland: With Letters Descriptive of a Sail Round the Lake of Geneva, and of the Glaciers of Chamouni. T. Hookham, jun. Old Bond Street; and C. and J. Ollier, Welbeck street, 1817, p. 156-7.","","/p[284]","/p[284]",658,668,
"OvHR7l33Eem1TbfR0Pla2Q","acct:frankensteinvariorum@hypothes.is","2019-04-13T14:20:03.697795+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","Victor's understanding of biological systems as machines was typical of nineteenth-century biology and physiology, and the debates between mechanists and vitalists, which still partially embraced the mechanistic perspective of human life advanced by Rene Descartes (1596-1650), and others.","Descartes;science;physiology;Victor","/p[124]","/p[124]",268,402,
"P21IhF33Eem_z3tisLkOqA","acct:frankensteinvariorum@hypothes.is","2019-05-04T10:46:59.206165+00:00","https://ebeshero.github.io/Pittsburgh_Frankenstein/Frankenstein_1818.html","REVISE Shelley's word ""creation"" points toward popular literary themes, and to the Bible. The passage itself also calls into question property rights. For instance, does Victor own *his* creature? John Locke (1632-1704) WHAT TEXT  argued that applying one's labor to nature made that creation one's property. All versions of *Frankenstein* call into question this relation of scientific research to the idea of ownership.","John Locke;property;science;The Bible","/p[124]","/p[124]",1369,1456,
